@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
k,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,2,1,2,e
f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,2,1,2,e
x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,1,1,1,e
f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,2,1,2,e
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,2,1,2,e
f,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
b,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,2,1,2,e
f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1,1,0,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,1,1,1,e
f,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,1,1,1,e
f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
k,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,2,1,2,e
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,2,1,2,e
x,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
x,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,2,1,2,e
f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
k,f,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,2,1,2,e
k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,1,1,1,e
x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
k,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
